Tanggal,NO INVOICE,Kode Customer / Vendor,Nama Customer / Vendor,Gabungan,Kode Barang,Kode Batch,Stok,Kode Mutasi,Jenis Barang,Nama Barang,Satuan,BATCH / ED,Qty, Harga Satuan (HNA) ,DISC, Nilai ,TOTAL, PPN , TOTAL BAYAR ,Keterangan,Salesman,ALASAN RETUR
13/06/2026,INV.KMS.2601919,DK00338,APOTEK VITA FARMA,CC000073,CC00007,3,40,2,0,Herocyn 50 gr,Pcs,26BD061 / Feb-30,2,"7,300",,"14,600",, - , - ,Penjualan,SYARIF,
13/06/2026,INV.KMS.2601920,DK00443,APOTEK ALBY CARE,CC000052,CC00005,2,0,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,25MA023 / Des-29,3,"46,750",,"140,250","263,019","28,932","291,951",Penjualan,ANGGA,
13/06/2026,INV.KMS.2601920,DK00443,APOTEK ALBY CARE,DV000102,DV00010,2,0,2,Mengandung Prekursor,Stop Cold Dragee Tab 60's,Dus,HX5A129 / Sep-27,3,"40,923",,"122,769",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601921,DK00175,APOTEK MANGGALA FARMA,MF000011,MF00001,1,12,2,0,Betadine Solutio 5 ml,Botol,CB26031 / Feb-30,6,"5,924",,"35,544","306,855","33,754","340,609",Penjualan,ANGGA,
13/06/2026,INV.KMS.2601921,DK00175,APOTEK MANGGALA FARMA,KF001402,KF00140,2,21,2,Generik,Miconazole 2% Krim (KF) 10g,Dus,L52663W / Des-28,1,"103,512",,"103,512",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601921,DK00175,APOTEK MANGGALA FARMA,CM000103,CM00010,3,23,2,0,"Insto Reguler Tetes Mata 7,5 ml",Botol,2549070 / Des-29,5,"12,894",,"64,470",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601921,DK00175,APOTEK MANGGALA FARMA,CC000101,CC00010,1,0,2,0,Herocyn Baby 100 gr,Pcs,25GK271 / Jul-29,3,"7,500",,"22,500",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601921,DK00175,APOTEK MANGGALA FARMA,PM000061,PM00006,1,44,2,0,Pim-Tra-Kol Kids Sirup 60 ml,Botol,63506002 / Des-27,3,"12,075",,"36,225",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601921,DK00175,APOTEK MANGGALA FARMA,GL000031,GL00003,1,58,2,0,Caladine Lotion 95 ml,Botol,I25009 / Sep-27,2,"22,302",,"44,604",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601922,DK00175,APOTEK MANGGALA FARMA,DV000102,DV00010,2,0,2,Mengandung Prekursor,Stop Cold Dragee Tab 60's,Dus,HX5A129 / Sep-27,1,"40,923",,"40,923","111,770","12,295","124,065",Penjualan,ANGGA,
13/06/2026,INV.KMS.2601922,DK00175,APOTEK MANGGALA FARMA,PM000012,PM00001,2,0,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Lemon 60 ml,Botol,B1511008 / Nov-27,3,"13,789",,"41,367",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601922,DK00175,APOTEK MANGGALA FARMA,CC000061,CC00006,1,0,2,Mengandung Prekursor,Demacolin Sirup 60 ml,Botol,25GC012 / Jul-28,1,"14,740",,"14,740",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601922,DK00175,APOTEK MANGGALA FARMA,CC000062,CC00006,2,35,2,Mengandung Prekursor,Demacolin Sirup 60 ml,Botol,25LC054 / Nov-28,1,"14,740",,"14,740",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601923,DK00315,APOTEK REZKY ABADI,KX000181,KX00018,1,7,2,0,Paramex Tab Sakit Kepala 200's,Dus,I25A75 / Nov-27,2,"108,000",,"216,000","269,103","29,601","298,704",Penjualan,ANGGA,
13/06/2026,INV.KMS.2601923,DK00315,APOTEK REZKY ABADI,PG000091,PG00009,1,60,2,0,"Vicks Inhaler 0,5 ml",Pcs,60546298V1 / Aug-27,3,"17,701",,"53,103",, - , - ,Penjualan,ANGGA,
13/06/2026,INV.KMS.2601924,DK00315,APOTEK REZKY ABADI,PG000062,PG00006,2,66,2,OOT,Vicks Formula 44 Dewasa 27 ml,Botol,52046298A1 / Jul-27,12,"10,307",,"123,684","123,684","13,605","137,289",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601925,DK00266,APOTEK KARTINI,SR000023,SR00002,3,0,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6D046 / Apr-28,100,"8,602",,"860,200","3,024,358","332,679","3,357,037",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601925,DK00266,APOTEK KARTINI,KF000332,KF00033,2,4,2,OTC,Asifit Kaplet-Blister 30's,Dus,G51080N / Jul-27,30,"61,640",,"1,849,200",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601925,DK00266,APOTEK KARTINI,MC000031,MC00003,1,0,2,0,Neurobion Tab 50's,Dus,L0678423 / Jul-28,1,"118,770",,"118,770",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601925,DK00266,APOTEK KARTINI,SH000011,SH00001,1,0,2,0,Imbost Force Kaplet 30's ,Dus,25K0012 / Sep-28,1,"196,188",,"196,188",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601926,DK00504,APOTEK ALEXA,JJ000021,JJ00002,1,9,2,0,Mylanta Liquid 50 ml,Botol,B14P0631 / Des-28,4,"15,007",,"60,028","109,364","12,030","121,394",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601926,DK00504,APOTEK ALEXA,IJ000021,IJ00002,1,0,2,0,Guaifenesin 100 mg (IMR) 100's,Dus,0850522 / Mei-27,1,"15,000",,"15,000",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601926,DK00504,APOTEK ALEXA,AF000192,AF00019,2,30,2,0,Vitamin C 50 mg (AFI) 100's,Dus,E30512 / Mei-28,2,"10,350",,"20,700",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601926,DK00504,APOTEK ALEXA,FM000041,FM00004,1,0,2,0,Loperamide HCl 2 mg (FM) 100's,Dus,013753 / Jun-29,1,"13,636",,"13,636",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601927,DK00292,APOTEK PINTU DUA,PS000321,PS00032,1,64,2,0,Primaquine Phosphate 15 mg 100's,Dus,96386001 / Jan-28,5,"110,000",,"550,000","550,000","60,500","610,500",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601928,DK00346,APOTEK DELIMA,HF000014,HF00001,4,247,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,15,"21,620",,"324,300","324,300","35,673","359,973",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601928,DK00346,APOTEK DELIMA,HF000014,HF00001,4,247,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,1,"21,620",100, - ,, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601929,DK00346,APOTEK DELIMA,CC000052,CC00005,2,0,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,25MA023 / Des-29,1,"46,750",,"46,750","221,360","24,350","245,710",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601929,DK00346,APOTEK DELIMA,PM000012,PM00001,2,0,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Lemon 60 ml,Botol,B1511008 / Nov-27,6,"13,789",,"82,734",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601929,DK00346,APOTEK DELIMA,GS000132,GS00013,2,39,2,Mengandung Prekursor,Actifed Plus Cough Suppressant 25 ml,Dus,T95H / Des-28,2,"22,969",,"45,938",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601929,DK00346,APOTEK DELIMA,GS000172,GS00017,2,43,2,Mengandung Prekursor,Actifed Plus Expectorant 25 ml,Dus,MP5E / Okt-28,2,"22,969",,"45,938",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601930,DK00346,APOTEK DELIMA,PG000071,PG00007,1,0,2,OOT,Vicks Formula 44 Dewasa 54 ml,Botol,52146298A1 / Aug-27,4,"19,097",,"76,388","76,388","8,403","84,791",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,US000024,US00002,4,0,2,0,Freshcare Strong Roll On 10 ml,Pcs,25P09698 / Des-28,12,"11,560",,"138,720","723,102","79,541","802,643",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,JJ000042,JJ00004,2,60,2,0,Combantrin Sirup Rasa Jeruk 10 ml,Botol,NK2113 / Okt-28,7,"18,312",,"128,184",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,SG000013,SG00001,3,9,2,0,Cessa BABY Biru Happy Nose EO 8 ml,Pcs,T201AGDZ / Apr-29,2,"27,749",,"55,498",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,TJ000012,TJ00001,2,11,2,0,Madu TJ Murni 150 gr,Botol,25P00232 / Des-29,5,"20,200",,"101,000",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,EP000013,EP00001,3,0,2,0,MKP (Cap Lang) 30 ml ,Botol,HR00918 / Mar-31,9,"12,075",,"108,675",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,EP000014,EP00001,4,94,2,0,MKP (Cap Lang) 30 ml ,Botol,HM01517 / Jan-31,3,"12,075",,"36,225",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,TM000061,TM00006,1,0,2,0,Bodrex Extra Tab 100's,Dus,012166 / Jan-29,1,"51,000",,"51,000",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,IF000233,IF00023,3,18,2,0,Histigo 6 mg NEW 100's ,Dus,JC05N / Des-27,1,"50,000",,"50,000",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601931,DK00346,APOTEK DELIMA,US000071,US00007,1,0,2,0,Hot in Cream Botol Strong 120 gr (Merah),Botol,24P09301 / Des-27,2,"26,900",,"53,800",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601932,DK00346,APOTEK DELIMA,NU000042,NU00004,2,0,2,0,Omeprazole 20 mg (Nulab) 100's,Dus,2601168 / Jan-28,1,"37,000",,"37,000","115,771","12,735","128,506",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601932,DK00346,APOTEK DELIMA,CC000101,CC00010,1,0,2,0,Herocyn Baby 100 gr,Pcs,25GK271 / Jul-29,3,"7,500",,"22,500",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601932,DK00346,APOTEK DELIMA,EL000071,EL00007,1,101,2,0,Ambroxol Sirup (Erela) 60 ml,Botol,S2960127 / Okt-27,3,"6,325",,"18,975",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601932,DK00346,APOTEK DELIMA,EP000282,EP00028,2,116,2,0,Norit Tab 40's ,Dus,PT00171 / Jun-30,2,"18,648",,"37,296",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601933,DK00346,APOTEK DELIMA,BF000541,BF00054,1,16,2,0,Biolysin Tab 100's,Dus,TSH79254 / Jul-28,1,"46,000",2,"45,080","102,080","11,229","113,309",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601933,DK00346,APOTEK DELIMA,PH000011,PH00001,1,35,2,0,Microlax Gel 5 ml,Tube,D5H813L / Aug-28,3,"20,000",5,"57,000",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601934,DK00333,APOTEK ANUGERAH SEJATI ,MP000022,MP00002,2,30,2,0,Zinc Sulfate Sirup (Mepro) 60 ml,Botol,E5L202 / Nov-27,3,"6,500",,"19,500","92,500","10,175","102,675",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601934,DK00333,APOTEK ANUGERAH SEJATI ,BF000491,BF00049,1,54,2,0,Cefixime Sirup (Berno) 30 ml,Botol,SKN48154 / Des-27,2,"12,000",,"24,000",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601934,DK00333,APOTEK ANUGERAH SEJATI ,NP000382,NP00038,2,0,2,0,Zinc Sulfate 20 mg (Nova) 100's,Dus,2511-04-350 / Nov-27,1,"25,000",,"25,000",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601934,DK00333,APOTEK ANUGERAH SEJATI ,IF000172,IF00017,2,100,2,0,Cetirizine Sirup (Ifars) 60 ml,Botol,SM008 / Sep-29,4,"6,000",,"24,000",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601935,DK00333,APOTEK ANUGERAH SEJATI ,BF000541,BF00054,1,16,2,0,Biolysin Tab 100's,Dus,TSH79254 / Jul-28,1,"46,000",2,"45,080","45,080","4,959","50,039",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601936,DK00001,APOTEK AL VARAN FARMA,KF001021,KF00102,1,0,2,Generik,Vitamin B6 10 mg (KF) 100's,Dus,G51128N / Jul-27,2,"14,720",,"29,440","117,040","12,874","129,914",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601936,DK00001,APOTEK AL VARAN FARMA,CC000073,CC00007,3,40,2,0,Herocyn 50 gr,Pcs,26BD061 / Feb-30,12,"7,300",,"87,600",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601937,DK00222,APOTEK K-24 TODDOPULI,EP000014,EP00001,4,94,2,0,MKP (Cap Lang) 30 ml ,Botol,HM01517 / Jan-31,24,"12,075",,"289,800","685,370","75,391","760,761",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601937,DK00222,APOTEK K-24 TODDOPULI,EP000023,EP00002,3,50,2,0,MKP (Cap Lang) 60 ml ,Botol,HA00216 / Feb-31,12,"22,260",,"267,120",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601937,DK00222,APOTEK K-24 TODDOPULI,SG000061,SG00006,1,2,2,0,Cessa KIDS Biru Happy Nose EO 8 ml,Pcs,T216FKY / Nov-28,2,"24,775",,"49,550",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601937,DK00222,APOTEK K-24 TODDOPULI,CC000092,CC00009,2,36,2,0,Herocyn 150 gr,Pcs,26DD072 / Apr-30,3,"15,300",,"45,900",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601937,DK00222,APOTEK K-24 TODDOPULI,CC000082,CC00008,2,0,2,0,Herocyn 85 gr,Pcs,25MD038 / Des-29,3,"11,000",,"33,000",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601938,DK00400,APOTEK RSU HIKMAH,DV000463,DV00046,3,79,2,0,Aspilets Tab 100 mg 100's,Dus,JX5A200 / Okt-27,10,"64,000",2,"627,200","627,200","68,992","696,192",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601939,DK00524,APOTEK K-24 PERINTIS,PM000021,PM00002,1,0,2,0,Parasetamol 500 mg (PIM) 100's,Dus,05509120 / Sep-30,5,"20,900",,"104,500","277,418","30,516","307,934",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601939,DK00524,APOTEK K-24 PERINTIS,GL000031,GL00003,1,58,2,0,Caladine Lotion 95 ml,Botol,I25009 / Sep-27,3,"22,302",,"66,906",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601939,DK00524,APOTEK K-24 PERINTIS,CC000082,CC00008,2,0,2,0,Herocyn 85 gr,Pcs,25MD038 / Des-29,1,"11,000",,"11,000",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601939,DK00524,APOTEK K-24 PERINTIS,CC000083,CC00008,3,55,2,0,Herocyn 85 gr,Pcs,26BD029 / Feb-30,1,"11,000",,"11,000",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601939,DK00524,APOTEK K-24 PERINTIS,KF000341,KF00034,1,66,2,OTC,Batugin Elixir 120 ml,Botol,B60259N / Feb-28,3,"28,004",,"84,012",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601940,DK00220,APOTIK SUMBER REJEKI,NP000482,NP00048,2,0,2,0,Meloxicam 15 mg (Nova) 100's,Dus,251204175 / Des-27,10,"25,000",,"250,000","250,000","27,500","277,500",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601941,DK00242,APOTEK K-24 PALLANGGA,EP000272,EP00027,2,1,2,0,Green Oil Herbal 10 ml,Pcs,HA00120 / Feb-31,6,"11,550",,"69,300","527,335","58,007","585,342",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601941,DK00242,APOTEK K-24 PALLANGGA,PM000021,PM00002,1,0,2,0,Parasetamol 500 mg (PIM) 100's,Dus,05509120 / Sep-30,2,"20,900",,"41,800",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601941,DK00242,APOTEK K-24 PALLANGGA,SG000022,SG00002,2,11,2,0,Cessa BABY Merah Fedrop EO 8 ml,Pcs,T202GBZ / Feb-29,5,"27,749",,"138,745",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601941,DK00242,APOTEK K-24 PALLANGGA,SG000013,SG00001,3,9,2,0,Cessa BABY Biru Happy Nose EO 8 ml,Pcs,T201AGDZ / Apr-29,10,"27,749",,"277,490",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601942,DK00242,APOTEK K-24 PALLANGGA,DV000401,DV00040,1,17,2,0,Natur E White 32's ,Dus,5EE1026 / Mei-27,3,"81,715",3,"237,791","237,791","26,157","263,948",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601943,DK00216,APOTEK AL KAUTSAR,CC000052,CC00005,2,0,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,25MA023 / Des-29,1,"46,750",,"46,750","293,937","32,333","326,270",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601943,DK00216,APOTEK AL KAUTSAR,CC000062,CC00006,2,35,2,Mengandung Prekursor,Demacolin Sirup 60 ml,Botol,25LC054 / Nov-28,2,"14,740",,"29,480",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601943,DK00216,APOTEK AL KAUTSAR,HF000014,HF00001,4,247,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,6,"21,620",,"129,720",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601943,DK00216,APOTEK AL KAUTSAR,PM000012,PM00001,2,0,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Lemon 60 ml,Botol,B1511008 / Nov-27,3,"13,789",,"41,367",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601943,DK00216,APOTEK AL KAUTSAR,CM000071,CM00007,1,25,2,Mengandung Prekursor,OBHC Batuk Flu Menthol 60 ml,Botol,6OA014 / Jan-28,3,"15,540",,"46,620",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601944,DK00216,APOTEK AL KAUTSAR,JJ000021,JJ00002,1,9,2,0,Mylanta Liquid 50 ml,Botol,B14P0631 / Des-28,2,"15,007",,"30,014","460,496","50,655","511,151",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601944,DK00216,APOTEK AL KAUTSAR,TR000091,TR00009,1,0,2,0,Ibuprofen 400 mg (Triman) 100's,Dus,B26018/ Feb-28,3,"28,750",,"86,250",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601944,DK00216,APOTEK AL KAUTSAR,NP000282,NP00028,2,7,2,0,Ampicillin 500 mg (Nova) 100's,Dus,2506-20-116 / Jun-27,2,"51,000",,"102,000",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601944,DK00216,APOTEK AL KAUTSAR,KF001402,KF00140,2,21,2,Generik,Miconazole 2% Krim (KF) 10g,Dus,L52663W / Des-28,1,"103,512",,"103,512",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601944,DK00216,APOTEK AL KAUTSAR,US000033,US00003,3,0,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,26D03072 / Apr-29,12,"11,560",,"138,720",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601945,DK00391,APOTEK K-24 PACCERAKKANG FARMA,KF000341,KF00034,1,66,2,OTC,Batugin Elixir 120 ml,Botol,B60259N / Feb-28,5,"28,004",,"140,020","140,020","15,402","155,422",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601946,DK00222,APOTEK K-24 TODDOPULI,GL000061,GL00006,1,48,2,0,Caladine Powder Original 100 gr,Botol,H24017 / Aug-29,3,"16,349",,"49,047","187,767","20,654","208,421",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601946,DK00222,APOTEK K-24 TODDOPULI,US000024,US00002,4,0,2,0,Freshcare Strong Roll On 10 ml,Pcs,25P09698 / Des-28,12,"11,560",,"138,720",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601947,DK00430,APOTEK AORTA ,KX000181,KX00018,1,7,2,0,Paramex Tab Sakit Kepala 200's,Dus,I25A75 / Nov-27,1,"108,000",,"108,000","738,632","81,250","819,882",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601947,DK00430,APOTEK AORTA ,DV000092,DV00009,2,0,2,0,Enervon-C Tab 100's,Dus,25191404 / Okt-27,1,"112,382",,"112,382",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601947,DK00430,APOTEK AORTA ,DV000352,DV00035,2,11,2,0,Enervon Active Tab 100's,Dus,25118502 / Jul-27,1,"124,900",,"124,900",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601947,DK00430,APOTEK AORTA ,HJ000074,HJ00007,4,0,2,0,Metformin 500 mg (HJ) New 200's,Dus,HTMFNB61380 / Jan-28,1,"41,250",,"41,250",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601947,DK00430,APOTEK AORTA ,PS000271,PS00027,1,4,2,0,Antimo Tab Dewasa 720's,Dus,86002387 / Nov-30,1,"309,600",,"309,600",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601947,DK00430,APOTEK AORTA ,HJ000102,HJ00010,2,8,2,0,Ranitidine HCl 150 mg (HJ) NEW 200's,Dus,HTRNTC55639 / Sep-27,1,"42,500",,"42,500",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601948,DK00379,APOTEK RADIANS FARMA,EP000141,EP00014,1,0,2,0,Balsem Otot Geliga 20 gr,Pcs,PG01651 / Des-30,6,"9,135",,"54,810","159,576","17,553","177,129",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601948,DK00379,APOTEK RADIANS FARMA,EP000152,EP00015,2,0,2,0,Balsem Otot Geliga 40 gr,Pcs,PI01354 / Okt-30,2,"17,703",,"35,406",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601948,DK00379,APOTEK RADIANS FARMA,US000201,US00020,1,84,2,0,Freshcare Vapobalm Matcha 10 gr,Pcs,26B00701 / Feb-29,6,"11,560",,"69,360",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601949,DK00175,APOTEK MANGGALA FARMA,DV000062,DV00006,2,20,2,0,Vicee Grape Tab 100's,Dus,KX5A328 / Nov-27,1,"63,688",,"63,688","254,752","28,023","282,775",Penjualan,ANGGA,
15/06/2026,INV.KMS.2601949,DK00175,APOTEK MANGGALA FARMA,DV000032,DV00003,2,24,2,0,Vicee Lemon Tab 100's,Dus,KX5A369 / Des-27,1,"63,688",,"63,688",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601949,DK00175,APOTEK MANGGALA FARMA,DV000042,DV00004,2,0,2,0,Vicee Orange Tab 100's,Dus,LX5A120 / Jan-28,1,"63,688",,"63,688",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601949,DK00175,APOTEK MANGGALA FARMA,DV000071,DV00007,1,3,2,0,Vicee Strawbery Tab 100's,Dus,KX5A298 / Nov-27,1,"63,688",,"63,688",, - , - ,Penjualan,ANGGA,
15/06/2026,INV.KMS.2601950,DK00211,APOTEK WAHYUNI FARMA,MC000031,MC00003,1,0,2,0,Neurobion Tab 50's,Dus,L0678423 / Jul-28,1,"118,770",,"118,770","172,270","18,950","191,220",Penjualan,SYARIF,
15/06/2026,INV.KMS.2601950,DK00211,APOTEK WAHYUNI FARMA,NU000011,NU00001,1,0,2,0,Cetirizine HCl 10 mg (Nulab) 100's,Dus,2507097 / Jul-27,1,"28,500",,"28,500",, - , - ,Penjualan,SYARIF,
15/06/2026,INV.KMS.2601950,DK00211,APOTEK WAHYUNI FARMA,NP000382,NP00038,2,0,2,0,Zinc Sulfate 20 mg (Nova) 100's,Dus,2511-04-350 / Nov-27,1,"25,000",,"25,000",, - , - ,Penjualan,SYARIF,
17/06/2026,INV.KMS.2601951,DK00175,APOTEK MANGGALA FARMA,HF000014,HF00001,4,247,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,15,"21,620",,"324,300","324,300","35,673","359,973",Penjualan,ANGGA,
17/06/2026,INV.KMS.2601951,DK00175,APOTEK MANGGALA FARMA,HF000014,HF00001,4,247,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,1,"21,620",100, - ,, - , - ,Penjualan,ANGGA,
17/06/2026,INV.KMS.2601952,DK00001,APOTEK AL VARAN FARMA,GS000132,GS00013,2,39,2,Mengandung Prekursor,Actifed Plus Cough Suppressant 25 ml,Dus,T95H / Des-28,6,"22,969",,"137,814","275,628","30,319","305,947",Penjualan,ANGGA,
17/06/2026,INV.KMS.2601952,DK00001,APOTEK AL VARAN FARMA,GS000172,GS00017,2,43,2,Mengandung Prekursor,Actifed Plus Expectorant 25 ml,Dus,MP5E / Okt-28,6,"22,969",,"137,814",, - , - ,Penjualan,ANGGA,
17/06/2026,INV.KMS.2601953,DK00443,APOTEK ALBY CARE,PS000012,PS00001,2,103,2,0,Diclofenac Sodium 50 mg (Phapros) 50's,Dus ,96365002 / Mar-30,2,"12,500",,"25,000","234,512","25,796","260,308",Penjualan,ANGGA,
17/06/2026,INV.KMS.2601953,DK00443,APOTEK ALBY CARE,SL000062,SL00006,2,0,2,0,Allopurinol 100 mg (SLF) 100's ,Dus,53772 / Sep-27,1,"23,000",,"23,000",, - , - ,Penjualan,ANGGA,
17/06/2026,INV.KMS.2601953,DK00443,APOTEK ALBY CARE,KF001402,KF00140,2,21,2,Generik,Miconazole 2% Krim (KF) 10g,Dus,L52663W / Des-28,1,"103,512",,"103,512",, - , - ,Penjualan,ANGGA,
17/06/2026,INV.KMS.2601953,DK00443,APOTEK ALBY CARE,SM000011,SM00001,1,6,2,0,Tolak Angin Cair 12's,Dus,TACD12 / Aug-27,2,"41,500",,"83,000",, - , - ,Penjualan,ANGGA,
17/06/2026,INV.KMS.2601954,DK00294,APOTEK K-24 TAMALATE RAYA,KF000481,KF00048,1,196,2,OTC,Bedak Marcks Creme 40gr,Pot,H50579S / Aug-30,3,"16,125",,"48,375","698,772","76,865","775,637",Penjualan,SYARIF,
17/06/2026,INV.KMS.2601954,DK00294,APOTEK K-24 TAMALATE RAYA,KF000341,KF00034,1,66,2,OTC,Batugin Elixir 120 ml,Botol,B60259N / Feb-28,3,"28,004",,"84,012",, - , - ,Penjualan,SYARIF,
