Tanggal,NO INVOICE,Kode Customer / Vendor,Nama Customer / Vendor,Gabungan,Kode Barang,Stock,Kode Batch,Kode Mutasi,Jenis Barang,Nama Barang,Satuan,BATCH / ED,Qty, Harga Satuan (HNA) ,DISC, Nilai , TOTAL , PPN , TOTAL BAYAR ,Keterangan,Salesman,ALASAN RETUR
17/07/2026,INV.KMS.2602418,DK00416,APOTEK AVICENNA BTP,CC000051,CC00005,,1,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,26AA042 / Jan-30,2," 46,750 ",," 93,500 "," 93,500 "," 10,285 "," 103,785 ",Penjualan,ANGGA,
17/07/2026,INV.KMS.2602419,DK00294,APOTEK K-24 TAMALATE RAYA,TM000252,TM00025,,2,2,0,Vitamin D3 + K2 IPI 25's,Botol,051076 / Mei-28,12," 9,517 ",," 114,204 "," 516,202 "," 56,782 "," 572,984 ",Penjualan,SYARIF,
17/07/2026,INV.KMS.2602419,DK00294,APOTEK K-24 TAMALATE RAYA,PG000141,PG00014,,1,2,0,Baby Balm 20 gr,Pcs,5063C56707 / Feb-27,5," 23,253 ",," 116,265 ",, - , - ,Penjualan,SYARIF,
17/07/2026,INV.KMS.2602419,DK00294,APOTEK K-24 TAMALATE RAYA,NC000121,NC00012,,1,2,0,Tissue SuperMagic Man Casanova 60's,Pack,1224008T / Des-29,1," 100,422 ",," 100,422 ",, - , - ,Penjualan,SYARIF,
17/07/2026,INV.KMS.2602419,DK00294,APOTEK K-24 TAMALATE RAYA,TJ000021,TJ00002,,1,2,0,Madu TJ Murni 250 gr,Botol,25P09588 / Des-29,3," 31,000 ",," 93,000 ",, - , - ,Penjualan,SYARIF,
17/07/2026,INV.KMS.2602419,DK00294,APOTEK K-24 TAMALATE RAYA,KF000341,KF00034,,1,2,OTC,Batugin Elixir 120 ml,Botol,B60259N / Feb-28,2," 32,250 ",," 64,500 ",, - , - ,Penjualan,SYARIF,
17/07/2026,INV.KMS.2602419,DK00294,APOTEK K-24 TAMALATE RAYA,SL000161,SL00016,,1,2,0,Vitamin B6 10 mg (SLF) 100's,Dus,54186 / Nov-28,1," 14,720 ",," 14,720 ",, - , - ,Penjualan,SYARIF,
17/07/2026,INV.KMS.2602419,DK00294,APOTEK K-24 TAMALATE RAYA,SL000092,SL00009,,2,2,0,Prednisone 5 mg (SLF) 100's,Dus,61398 / Mar-29,1," 13,091 ",," 13,091 ",, - , - ,Penjualan,SYARIF,
17/07/2026,INV.KMS.2602420,DK00103,RUMAH SAKIT MITRA HUSADA,PM000041,PM00004,,1,2,0,Paracetamol Sirup Rasa Strawberry (PIM) 60 ml,Botol,64512006 / Jun-28,10," 4,000 ",," 40,000 "," 134,600 "," 14,806 "," 149,406 ",Penjualan,ANGGA,
17/07/2026,INV.KMS.2602420,DK00103,RUMAH SAKIT MITRA HUSADA,KF000061,KF00006,,1,2,Generik,Antihemoroid Suppo (KF) 10's,Dus,J52025W / Okt-27,2," 47,300 ",," 94,600 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602421,DK00400,APOTEK RSU HIKMAH,DV000461,DV00046,,1,2,0,Aspilets Tab 100 mg 100's,Dus,JX5A200 / Okt-27,10," 64,000 ",2," 627,200 "," 627,200 "," 68,992 "," 696,192 ",Penjualan,SYARIF,
18/07/2026,INV.KMS.2602422,DK00333,APOTEK ANUGERAH SEJATI ,CC000051,CC00005,,1,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,26AA042 / Jan-30,2," 46,750 ",," 93,500 "," 150,557 "," 16,561 "," 167,118 ",Penjualan,SYARIF,
18/07/2026,INV.KMS.2602422,DK00333,APOTEK ANUGERAH SEJATI ,HF000021,HF00002,,1,2,Mengandung Prekursor,Hufagripp BP Sirup 60 ml,Botol,A800276 / Apr-30,3," 19,019 ",," 57,057 ",, - , - ,Penjualan,SYARIF,
18/07/2026,INV.KMS.2602423,DK00333,APOTEK ANUGERAH SEJATI ,KF001401,KF00140,,1,2,Generik,Miconazole 2% Krim (KF) 10g @24 Tube,Dus,L52663W / Des-28,1," 103,512 ",," 103,512 "," 123,512 "," 13,586 "," 137,098 ",Penjualan,SYARIF,
18/07/2026,INV.KMS.2602423,DK00333,APOTEK ANUGERAH SEJATI ,HP000091,HP00009,,1,2,0,Cotrimoxazole Suspensi (Holi) 60 ml,Botol,2507058 / Jul-28,4," 5,000 ",," 20,000 ",, - , - ,Penjualan,SYARIF,
18/07/2026,INV.KMS.2602424,DK00248,APOTEK PAJJAIANG FARMA,BF000531,BF00053,,1,2,0,Amoxicillin 500 mg (Berno) 100's,Dus,TPF81054 / Mei-30,1," 70,000 ",35," 45,500 "," 194,023 "," 21,343 "," 215,366 ",Penjualan,ANGGA,
18/07/2026,INV.KMS.2602424,DK00248,APOTEK PAJJAIANG FARMA,SR000011,SR00001,,1,2,0,Dextrose 5% Infus (Satoria) 500 ml,Botol,2B1A6E001 / Mei-28,3," 7,780 ",," 23,340 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602424,DK00248,APOTEK PAJJAIANG FARMA,EL000023,EL00002,,3,2,0,Erlamycetin Tetes Telinga 1% 10 ml,Botol,D0661008 / Feb-28 ,2," 12,500 ",," 25,000 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602424,DK00248,APOTEK PAJJAIANG FARMA,SL000021,SL00002,,1,2,0,Ambroxol 30 mg (SLF) 100's,Dus,52867 / Mei-28,3," 20,631 ",," 61,893 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602424,DK00248,APOTEK PAJJAIANG FARMA,SL000071,SL00007,,1,2,0,Antasida DOEN (SLF) 100's,Dus,52709 / Mei-28,2," 19,145 ",," 38,290 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602425,DK00191,APOTIK PATTENE,PS000271,PS00027,,1,2,0,Antimo Tab Dewasa 720's,Dus,86002387 / Nov-30,1," 309,600 ",," 309,600 "," 309,600 "," 34,056 "," 343,656 ",Penjualan,ANGGA,
18/07/2026,INV.KMS.2602426,DK00191,APOTIK PATTENE,DV000231,DV00023,,1,2,0,Natur E Advanced Soft Caps 16's,Dus,6FB0429 / Feb-28,6," 36,658 ",3," 213,350 "," 913,606 "," 100,497 "," 1,014,103 ",Penjualan,ANGGA,
18/07/2026,INV.KMS.2602426,DK00191,APOTIK PATTENE,DV000241,DV00024,,1,2,0,Natur E Advanced Soft Caps 32's,Dus,5EG1588 / Aug-27,3," 69,319 ",3," 201,718 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602426,DK00191,APOTIK PATTENE,DV000392,DV00039,,2,2,0,Natur E White 16's ,Dus,5EJ2076 / Okt-27,6," 44,802 ",3," 260,748 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602426,DK00191,APOTIK PATTENE,DV000401,DV00040,,1,2,0,Natur E White 32's ,Dus,5EE1026 / Mei-27,3," 81,715 ",3," 237,791 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602427,DK00191,APOTIK PATTENE,DV000481,DV00048,,1,2,Mengandung Prekursor,Paratusin DMP Sirup 60 ml,Botol,6FC0514 / Mar-28,6," 33,000 ",," 198,000 "," 198,000 "," 21,780 "," 219,780 ",Penjualan,ANGGA,
18/07/2026,INV.KMS.2602428,DK00520,APOTEK ASSYIFA MEDIKA 2,NP000241,NP00024,,1,2,0,Ibuprofen 200 mg (Nova) 100's,Dus,241201177 / Des-27,2," 23,575 ",," 47,150 "," 264,221 "," 29,064 "," 293,285 ",Penjualan,ANGGA,
18/07/2026,INV.KMS.2602428,DK00520,APOTEK ASSYIFA MEDIKA 2,EP000421,EP00042,,1,2,0,Kool Fever Dewasa 6's,Dus ,XXXXX / Jan-29,2," 44,418 ",," 88,836 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602428,DK00520,APOTEK ASSYIFA MEDIKA 2,KF000481,KF00048,,1,2,OTC,Bedak Marcks Creme 40gr,Pot,H50579S / Aug-30,3," 18,165 ",," 54,495 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602428,DK00520,APOTEK ASSYIFA MEDIKA 2,SE000051,SE00005,,1,2,0,Plossa Sarangheo Korean Cherry 10 ml,Pcs,028D6 / Apr-28,6," 12,290 ",," 73,740 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602429,DK00248,APOTEK PAJJAIANG FARMA,CM000041,CM00004,,1,2,Mengandung Prekursor,OBHC Batuk Flu Jahe 100 ml,Botol,6OA160 / Jan-28,4," 21,179 ",," 84,716 "," 105,895 "," 11,648 "," 117,543 ",Penjualan,ANGGA,
18/07/2026,INV.KMS.2602429,DK00248,APOTEK PAJJAIANG FARMA,CM000061,CM00006,,1,2,Mengandung Prekursor,OBHC Batuk Flu Menthol 100 ml,Botol,6OB149 / Feb-28,1," 21,179 ",," 21,179 ",, - , - ,Penjualan,ANGGA,
18/07/2026,INV.KMS.2602430,DK00211,APOTEK WAHYUNI FARMA,US000071,US00007,,1,2,0,Hot in Cream Botol Strong 120 gr (Merah),Botol,26B01350 / Feb-29,3," 26,900 ",," 80,700 "," 235,242 "," 25,877 "," 261,119 ",Penjualan,SYARIF,
18/07/2026,INV.KMS.2602430,DK00211,APOTEK WAHYUNI FARMA,GS000162,GS00016,,2,2,0,Polident Flavour Free 60 gr,Pcs,CH4T / Jun-28,1," 77,271 ",," 77,271 ",, - , - ,Penjualan,SYARIF,
18/07/2026,INV.KMS.2602430,DK00211,APOTEK WAHYUNI FARMA,GS000201,GS00020,,1,2,0,Polident Adhesive Fresh Mint 60 gr,Pcs,BG5T / Mei-28,1," 77,271 ",," 77,271 ",, - , - ,Penjualan,SYARIF,
18/07/2026,INV.KMS.2602430,DK00211,APOTEK WAHYUNI FARMA,GS000201,GS00020,,1,2,0,Polident Adhesive Fresh Mint 60 gr,Pcs,BG5T / Mei-28,-1," 77,271 ",," (77,271)"," (77,271)"," (8,500)"," (85,771)",Penjualan,SYARIF,RETUR SALAH PESAN
18/07/2026,INV.KMS.2602431,DK00211,APOTEK WAHYUNI FARMA,CM000031,CM00003,,1,2,Mengandung Prekursor,OBHC Anak Strawberry 60 ml,Botol,6OC132 / Mar-28,2," 16,832 ",," 33,664 "," 107,102 "," 11,781 "," 118,883 ",Penjualan,SYARIF,
18/07/2026,INV.KMS.2602431,DK00211,APOTEK WAHYUNI FARMA,CM000051,CM00005,,1,2,Mengandung Prekursor,OBHC Batuk Flu Jahe 60 ml,Botol,6OA042 / Jan-28,2," 15,540 ",," 31,080 ",, - , - ,Penjualan,SYARIF,
18/07/2026,INV.KMS.2602431,DK00211,APOTEK WAHYUNI FARMA,CM000041,CM00004,,1,2,Mengandung Prekursor,OBHC Batuk Flu Jahe 100 ml,Botol,6OA160 / Jan-28,2," 21,179 ",," 42,358 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602432,LK00057,APOTEK AFLAHAL BARRU,EL000023,EL00002,,3,2,0,Erlamycetin Tetes Telinga 1% 10 ml,Botol,D0661008 / Feb-28 ,3," 12,500 ",," 37,500 "," 240,720 "," 26,479 "," 267,199 ",Penjualan,ANGGA,
20/07/2026,INV.KMS.2602432,LK00057,APOTEK AFLAHAL BARRU,AF000231,AF00023,,1,2,0,Dun Salep Ichtiol (AFI) 15 g,Pot,C27608 / Mar-29,5," 7,500 ",," 37,500 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602432,LK00057,APOTEK AFLAHAL BARRU,MF000031,MF00003,,1,2,0,Betadine Obat Kumur 100 ml,Botol,BB26040 / Jan-29,3," 23,063 ",," 69,189 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602432,LK00057,APOTEK AFLAHAL BARRU,GS000191,GS00019,,1,2,0,Polident Adhesive Fresh Mint 20 gr,Pcs,J89L / Aug-28,3," 32,177 ",," 96,531 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602433,LK00057,APOTEK AFLAHAL BARRU,HF000012,HF00001,,2,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,8," 21,620 ",," 172,960 "," 433,055 "," 47,636 "," 480,691 ",Penjualan,ANGGA,
20/07/2026,INV.KMS.2602433,LK00057,APOTEK AFLAHAL BARRU,HF000021,HF00002,,1,2,Mengandung Prekursor,Hufagripp BP Sirup 60 ml,Botol,A800276 / Apr-30,5," 19,019 ",," 95,095 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602433,LK00057,APOTEK AFLAHAL BARRU,DV000481,DV00048,,1,2,Mengandung Prekursor,Paratusin DMP Sirup 60 ml,Botol,6FC0514 / Mar-28,5," 33,000 ",," 165,000 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602434,DK00266,APOTEK KARTINI,SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,137," 8,602 ",," 1,178,474 "," 1,178,474 "," 129,632 "," 1,308,106 ",Penjualan,ANGGA,
20/07/2026,INV.KMS.2602435,DK00222,APOTEK K-24 TODDOPULI,EP000221,EP00022,,1,2,0,Balsem Lang 20 gr,Pcs,PD01053 / Sep-30,3," 9,030 ",," 27,090 "," 977,029 "," 107,473 "," 1,084,502 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602435,DK00222,APOTEK K-24 TODDOPULI,EP000231,EP00023,,1,2,0,Balsem Lang 40 gr,Pcs,PK00754 / Apr-30,3," 17,640 ",," 52,920 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602435,DK00222,APOTEK K-24 TODDOPULI,EP000301,EP00030,,1,2,0,Minyak Gandapura 60 ml,Botol,HM03604 / Jan-31,2," 13,923 ",," 27,846 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602435,DK00222,APOTEK K-24 TODDOPULI,EP000031,EP00003,,1,2,0,MKP (Cap Lang) 120 ml ,Botol,PN00108 / Nov-30,12," 42,840 ",," 514,080 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602435,DK00222,APOTEK K-24 TODDOPULI,GS000201,GS00020,,1,2,0,Polident Adhesive Fresh Mint 60 gr,Pcs,BG5T / Mei-28,3," 77,271 ",," 231,813 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602435,DK00222,APOTEK K-24 TODDOPULI,KF000332,KF00033,,2,2,OTC,Asifit Kaplet-Blister 30's,Dus,I51472N / Sep-27,2," 61,640 ",," 123,280 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,EP000461,EP00046,,1,2,0,MKP Bayi Lavender 60 ml,Botol,PN00509 / Nov-30,3," 13,335 ",," 40,005 "," 507,037 "," 55,774 "," 562,811 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,EL000071,EL00007,,1,2,0,Ambroxol Sirup (Erela) 60 ml,Botol,S2960127 / Okt-27,6," 6,325 ",," 37,950 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,BF000491,BF00049,,1,2,0,Cefixime Sirup (Berno) 30 ml,Botol,SKN48154 / Des-27,3," 12,000 ",," 36,000 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,SG000062,SG00006,,2,2,0,Cessa KIDS Biru Happy Nose EO 8 ml,Pcs,T216MLY / Des-28,2," 24,775 ",," 49,550 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,IF000231,IF00023,,1,2,0,Histigo 6 mg NEW 100's ,Dus,JC05N / Des-27,1," 50,000 ",," 50,000 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,SL000151,SL00015,,1,2,0,Domperidone Maleat 10 mg (SLF) 100's,Dus,54960 / Okt-28,1," 17,250 ",," 17,250 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,TM000011,TM00001,,1,2,0,My Baby M. Telon Plus 30 ml,Botol,0354126 / Mar-28,6," 7,979 ",," 47,874 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,TM000261,TM00026,,1,2,0,Zinc IPI 45's,Botol,051026 / Mei-28,12," 9,517 ",," 114,204 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602436,DK00333,APOTEK ANUGERAH SEJATI ,TM000252,TM00025,,2,2,0,Vitamin D3 + K2 IPI 25's,Botol,051076 / Mei-28,12," 9,517 ",," 114,204 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602437,LK00063,APOTEK GANDAWATI,PS000321,PS00032,,1,2,0,Primaquine Phosphate 15 mg 100's,Dus,96386001 / Jan-28,15," 110,000 ",5," 1,567,500 "," 1,567,500 "," 172,425 "," 1,739,925 ",Penjualan,ANGGA,
20/07/2026,INV.KMS.2602438,DK00557,APOTEK K-24 BULU BULU,GS000011,GS00001,,1,2,Mengandung Prekursor,Actifed Plus Expectorant 60 ml,Dus,N46C / Okt-28,3," 56,330 ",," 168,990 "," 474,010 "," 52,141 "," 526,151 ",Penjualan,ANGGA,
20/07/2026,INV.KMS.2602438,DK00557,APOTEK K-24 BULU BULU,CM000021,CM00002,,1,2,Mengandung Prekursor,OBHC Anak Jeruk 60 ml,Botol,6OB028 / Feb-28,2," 16,832 ",," 33,664 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602438,DK00557,APOTEK K-24 BULU BULU,PM000031,PM00003,,1,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Cherry 60 ml,Botol,B3512005 / Des-27,2," 13,789 ",," 27,578 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602438,DK00557,APOTEK K-24 BULU BULU,PM000011,PM00001,,1,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Lemon 60 ml,Botol,B1602011 / Feb-28,2," 13,789 ",," 27,578 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602438,DK00557,APOTEK K-24 BULU BULU,HF000012,HF00001,,2,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,10," 21,620 ",," 216,200 ",, - , - ,Penjualan,ANGGA,
20/07/2026,INV.KMS.2602439,DK00421,APOTEK JEDDAH,NC000031,NC00003,,1,2,0,Bedak Salicyl Menthol (Nellco) 60gr,Pot,8026003 / Jun-30,24," 7,150 ",," 171,600 "," 171,600 "," 18,876 "," 190,476 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602440,DK00333,APOTEK ANUGERAH SEJATI ,US000161,US00016,,1,2,0,Hot in Cream Tube Aromatherapy 120 gr ,Tube,24F03822 / Jun-27,2," 30,000 ",," 60,000 "," 172,680 "," 18,995 "," 191,675 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602440,DK00333,APOTEK ANUGERAH SEJATI ,US000151,US00015,,1,2,0,Hot in Cream Tube Aromatherapy 60 gr ,Tube,24F03834 / Jun-27,1," 18,000 ",," 18,000 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602440,DK00333,APOTEK ANUGERAH SEJATI ,US000131,US00013,,1,2,0,Hot in Cream Tube 120 gr ,Tube,24F03852 / Jun-27,2," 30,000 ",," 60,000 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602440,DK00333,APOTEK ANUGERAH SEJATI ,US000201,US00020,,1,2,0,Freshcare Vapobalm Matcha 10 gr,Pcs,26B00701 / Feb-29,3," 11,560 ",," 34,680 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602441,DK00074,APOTIK JERIC FARMA,KF001431,KF00143,,1,2,Generik,Ketoconazole 2% Krim (KF) 10g @25 Tube,Dus,B60247W / Feb-28,2," 127,500 ",," 255,000 "," 255,000 "," 28,050 "," 283,050 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602442,DK00074,APOTIK JERIC FARMA,BF000541,BF00054,,1,2,0,Biolysin Tab 100's,Dus,TSH79254 / Jul-28,1," 46,000 ",2," 45,080 "," 45,080 "," 4,959 "," 50,039 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602443,DK00074,APOTIK JERIC FARMA,TM000151,TM00015,,1,2,OOT,Bodrex Flu Batuk Tidak Berdahak PE 100's,Dus,050135 / Apr-28,1," 50,845 ",," 50,845 "," 101,690 "," 11,186 "," 112,876 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602443,DK00074,APOTIK JERIC FARMA,TM000152,TM00015,,2,2,OOT,Bodrex Flu Batuk Tidak Berdahak PE 100's,Dus,040016 / Mar-29,1," 50,845 ",," 50,845 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602444,DK00242,APOTEK K-24 PALLANGGA,EP000241,EP00024,,1,2,0,Green Oil Herbal 3 ml,Pcs,PI00104 / Okt-30,5," 4,177 ",," 20,885 "," 255,004 "," 28,050 "," 283,054 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602444,DK00242,APOTEK K-24 PALLANGGA,EP000242,EP00024,,2,2,0,Green Oil Herbal 3 ml,Pcs,PG00104 / Des-30,1," 4,177 ",," 4,177 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602444,DK00242,APOTEK K-24 PALLANGGA,DV000241,DV00024,,1,2,0,Natur E Advanced Soft Caps 32's,Dus,5EG1588 / Aug-27,2," 69,319 ",," 138,638 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602444,DK00242,APOTEK K-24 PALLANGGA,SM000021,SM00002,,1,2,0,Tolak Angin Permen Herbal Peppermint 75's,Dus,EL00028 / Mar-28,1," 29,768 ",," 29,768 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602444,DK00242,APOTEK K-24 PALLANGGA,EP000401,EP00040,,1,2,0,Kool Fever Bayi 12's,Dus ,XXXXX / Sep-28,1," 61,536 ",," 61,536 ",, - , - ,Penjualan,SYARIF,
20/07/2026,INV.KMS.2602445,DK00430,APOTEK AORTA ,MC000011,MC00001,,1,2,0,Sangobion Caps 250's,Dus,L0792178 / Aug-27,1," 471,750 ",," 471,750 "," 471,750 "," 51,893 "," 523,643 ",Penjualan,SYARIF,
20/07/2026,INV.KMS.2602446,DK00228,APOTEK K-24 BTP TAMALANREA,KF000711,KF00071,,1,2,Ethical,Nitrokaf Retard (KF) 100's,Dus,J51732N / Okt-27,1," 264,450 ",," 264,450 "," 264,450 "," 29,090 "," 293,540 ",Penjualan,ANGGA,
21/07/2026,INV.KMS.2602447,DK00553,APOTEK BUNGA FARMA,DV000051,DV00005,,1,2,0,Silex Sirup 100 ml,Botol,VE1253 / Mei-27,2," 76,220 ",," 152,440 "," 152,440 "," 16,768 "," 169,208 ",Penjualan,ANGGA,
21/07/2026,INV.KMS.2602448,DK00553,APOTEK BUNGA FARMA,DV000441,DV00044,,1,2,Mengandung Prekursor,Decolgen FX Kaplet 100's,Dus,26014701 / Jan-29,1," 100,278 ",," 100,278 "," 100,278 "," 11,031 "," 111,309 ",Penjualan,ANGGA,
21/07/2026,INV.KMS.2602449,DK00553,APOTEK BUNGA FARMA,PG000071,PG00007,,1,2,OOT,Vicks Formula 44 Dewasa 54 ml,Botol,53286298A1 / Nov-27,5," 19,097 ",," 95,485 "," 95,485 "," 10,503 "," 105,988 ",Penjualan,ANGGA,
21/07/2026,INV.KMS.2602450,DK00346,APOTEK DELIMA,HF000012,HF00001,,2,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,15," 21,620 ",," 324,300 "," 497,841 "," 54,763 "," 552,604 ",Penjualan,ANGGA,
21/07/2026,INV.KMS.2602450,DK00346,APOTEK DELIMA,HF000012,HF00001,,2,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,1," 21,620 ",100, - ,, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602450,DK00346,APOTEK DELIMA,PM000011,PM00001,,1,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Lemon 60 ml,Botol,B1602011 / Feb-28,7," 13,789 ",," 96,523 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602450,DK00346,APOTEK DELIMA,CM000051,CM00005,,1,2,Mengandung Prekursor,OBHC Batuk Flu Jahe 60 ml,Botol,6OA042 / Jan-28,2," 15,540 ",," 31,080 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602450,DK00346,APOTEK DELIMA,GS000131,GS00013,,1,2,Mengandung Prekursor,Actifed Plus Cough Suppressant 25 ml,Dus,T95H / Des-28,2," 22,969 ",," 45,938 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,EP000021,EP00002,,1,2,0,MKP (Cap Lang) 60 ml ,Botol,HA00216 / Feb-31,4," 22,260 ",," 89,040 "," 826,199 "," 90,882 "," 917,081 ",Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,US000031,US00003,,1,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,26E03634 / Mei-29,8," 11,560 ",," 92,480 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,TW000031,TW00003,,1,2,0,Tawon Minyak Gosok EE 60 ml,Botol,26012 / Jan-31,2," 50,350 ",," 100,700 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,DV000031,DV00003,,1,2,0,Vicee Lemon Tab 100's,Dus,KX5A369 / Des-27,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,DV000041,DV00004,,1,2,0,Vicee Orange Tab 100's,Dus,LX5A121 / Jan-28,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,MC000101,MC00010,,1,2,0,Dolo-Neurobion Tab 100's,Dus,L0796255 / Aug-28,1," 235,170 ",," 235,170 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,EP000141,EP00014,,1,2,0,Balsem Otot Geliga 20 gr,Pcs,HA02251 / Feb-31,7," 9,135 ",," 63,945 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,US000071,US00007,,1,2,0,Hot in Cream Botol Strong 120 gr (Merah),Botol,26B01350 / Feb-29,2," 26,900 ",," 53,800 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602451,DK00346,APOTEK DELIMA,DV000061,DV00006,,1,2,0,Vicee Grape Tab 100's,Dus,KX5A328 / Nov-27,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,ANGGA,
21/07/2026,INV.KMS.2602452,DK00346,APOTEK DELIMA,PM000061,PM00006,,1,2,0,Pim-Tra-Kol Kids Sirup 60 ml,Botol,63506002 / Des-27,2," 12,075 ",," 24,150 "," 352,661 "," 38,793 "," 391,454 ",Penjualan,ANGGA,
