Tanggal,NO INVOICE,Kode Customer / Vendor,Nama Customer / Vendor,Gabungan,Kode Barang,Stock,Kode Batch,Kode Mutasi,Jenis Barang,Nama Barang,Satuan,BATCH / ED,Qty, Harga Satuan (HNA) ,DISC, Nilai , TOTAL , PPN , TOTAL BAYAR ,Keterangan,Salesman,ALASAN RETUR
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,DV000111,DV00011,,1,2,0,Natur E 100 IU Soft Cap 16's,Dus,5EF1288 / Jun-28,3," 17,703 ",3," 51,516 "," 780,719 "," 85,879 "," 866,598 ",Penjualan,SYARIF,
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,DV000391,DV00039,,1,2,0,Natur E White 16's ,Dus,5EF1243 / Jun-27,3," 44,802 ",3," 130,374 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,EP000101,EP00010,,1,2,0,GPU Cair Sereh 30 ml,Botol,HR02605 / Mar-31,1," 9,933 ",," 9,933 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,EP000102,EP00010,,2,2,0,GPU Cair Sereh 30 ml,Botol,HR02805 / Mar-31,2," 9,933 ",," 19,866 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,PG000021,PG00002,,1,2,0,Vicks Vaporub 25gr,Pcs,52406298X1 / Aug-27,3," 18,976 ",," 56,928 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,PG000022,PG00002,,2,2,0,Vicks Vaporub 25gr,Pcs,52536298X1 / Sep-27,2," 18,976 ",," 37,952 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,EP000021,EP00002,,1,2,0,MKP (Cap Lang) 60 ml ,Botol,HA00216 / Feb-31,12," 22,260 ",," 267,120 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,DV000051,DV00005,,1,2,0,Silex Sirup 100 ml,Botol,VE1253 / Mei-27,2," 76,220 ",," 152,440 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602244,DK00304,APOTEK K24 AZZAHRA SAMATA,DV000491,DV00049,,1,2,0,Decolgen PE Tab 100's,Dus,26035431 / Feb-28,1," 54,590 ",," 54,590 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602245,DK00304,APOTEK K24 AZZAHRA SAMATA,PG000081,PG00008,,1,2,OOT,Vicks Formula 44 Dewasa 100 ml,Botol,52126298B1 / Jul-27,6," 31,142 ",," 186,852 "," 221,172 "," 24,329 "," 245,501 ",Penjualan,SYARIF,
03/07/2026,INV.KMS.2602245,DK00304,APOTEK K24 AZZAHRA SAMATA,PG000041,PG00004,,1,2,OOT,Vicks Formula 44 Anak Strawberry 27 ml,Botol,52086298K1 / Jul-27,3," 11,440 ",," 34,320 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602246,DK00333,APOTEK ANUGERAH SEJATI ,NU000021,NU00002,,1,2,0,Acetylcysteine 200 mg (Nulab) 50's,Dus,N2512060 / Jan-28,1," 100,000 ",," 100,000 "," 313,480 "," 34,483 "," 347,963 ",Penjualan,SYARIF,
03/07/2026,INV.KMS.2602246,DK00333,APOTEK ANUGERAH SEJATI ,SG000061,SG00006,,1,2,0,Cessa KIDS Biru Happy Nose EO 8 ml,Pcs,T216FKY / Nov-28,2," 24,775 ",," 49,550 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602246,DK00333,APOTEK ANUGERAH SEJATI ,SG000062,SG00006,,2,2,0,Cessa KIDS Biru Happy Nose EO 8 ml,Pcs,T216MLY / Des-28,1," 24,775 ",," 24,775 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602246,DK00333,APOTEK ANUGERAH SEJATI ,BF000511,BF00051,,1,2,Generik,Aciclovir Krim 5% (Berno) 5g @25 Tube,Dus,LCK85454 / Sep-30,1," 75,000 ",," 75,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602246,DK00333,APOTEK ANUGERAH SEJATI ,IF000181,IF00018,,1,2,0,Cefadroxil Sirup Kering (Ifars) 60 ml,Botol,SF00K / Sep-28,3," 8,050 ",," 24,150 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602246,DK00333,APOTEK ANUGERAH SEJATI ,EP000441,EP00044,,1,2,0,MKP Bayi Chamomile 60 ml,Botol,PI00615 / Okt-30,3," 13,335 ",," 40,005 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602247,DK00430,APOTEK AORTA ,NU000041,NU00004,,1,2,0,Omeprazole 20 mg (Nulab) 100's,Dus,2603168 / Mar-28,2," 37,000 ",," 74,000 "," 567,245 "," 62,397 "," 629,642 ",Penjualan,SYARIF,
03/07/2026,INV.KMS.2602247,DK00430,APOTEK AORTA ,TR000091,TR00009,,1,2,0,Ibuprofen 400 mg (Triman) 100's,Dus,B26111 / Feb-28,2," 28,750 ",," 57,500 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602247,DK00430,APOTEK AORTA ,US000181,US00018,,1,2,0,Freshcare Smash Inhaler Roll On 8 ml,Pcs,26E04211 / Mei-29,12," 11,560 ",," 138,720 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602247,DK00430,APOTEK AORTA ,EP000211,EP00021,,1,2,0,Balsem Lang 10 gr,Pcs,PD00156 / Sep-30,6," 5,145 ",," 30,870 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602247,DK00430,APOTEK AORTA ,EP000221,EP00022,,1,2,0,Balsem Lang 20 gr,Pcs,PD01053 / Sep-30,6," 9,030 ",," 54,180 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602247,DK00430,APOTEK AORTA ,EP000081,EP00008,,1,2,0,Balsem Aktiv 20 gr,Pcs,HM00654 / Jan-31,5," 8,715 ",," 43,575 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602247,DK00430,APOTEK AORTA ,MP000011,MP00001,,1,2,0,Cefadroxil Monohydrate 500 mg (Mepro) 100's,Dus,B5A092 / Jan-28,1," 100,000 ",," 100,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602247,DK00430,APOTEK AORTA ,BM000011,BM00001,,1,2,0,MBK Silver 12's,Dus,Q127BPSS / Feb-33,2," 34,200 ",," 68,400 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602248,DK00443,APOTEK ALBY CARE,TM000271,TM00027,,1,2,0,Vitamin D3 1000 IU IPI 30's,Botol,040686 / Apr-28,2," 8,816 ",," 17,632 "," 266,982 "," 29,368 "," 296,350 ",Penjualan,ANGGA,
03/07/2026,INV.KMS.2602248,DK00443,APOTEK ALBY CARE,AF000231,AF00023,,1,2,0,Dun Salep Ichtiol (AFI) 15 g,Pot,C27608 / Mar-29,6," 7,500 ",," 45,000 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602248,DK00443,APOTEK ALBY CARE,MP000011,MP00001,,1,2,0,Cefadroxil Monohydrate 500 mg (Mepro) 100's,Dus,B5A092 / Jan-28,1," 100,000 ",," 100,000 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602248,DK00443,APOTEK ALBY CARE,EP000091,EP00009,,1,2,0,Balsem Aktiv 40 gr,Pcs,PE00554 / Mei-30,6," 15,225 ",," 91,350 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602248,DK00443,APOTEK ALBY CARE,MP000021,MP00002,,1,2,0,Zinc Sulfate Sirup (Mepro) 60 ml,Botol,E5L202 / Nov-27,2," 6,500 ",," 13,000 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602249,DK00292,APOTEK PINTU DUA,US000031,US00003,,1,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,26E03634 / Mei-29,12," 11,560 ",," 138,720 "," 207,120 "," 22,783 "," 229,903 ",Penjualan,ANGGA,
03/07/2026,INV.KMS.2602249,DK00292,APOTEK PINTU DUA,BM000012,BM00001,,2,2,0,MBK Silver 12's,Dus,Q128BPSS / Feb-33,2," 34,200 ",," 68,400 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602250,DK00553,APOTEK BUNGA FARMA,DV000391,DV00039,,1,2,0,Natur E White 16's ,Dus,5EF1243 / Jun-27,5," 44,802 ",3," 217,290 "," 217,290 "," 23,902 "," 241,192 ",Penjualan,ANGGA,
04/07/2026,8190654810,PPG0019,PT. Parit Padang Global,SH000011,SH00001,,1,1,0,Imbost Force Kaplet 30's ,Dus,26A0100 / Feb-28,30," 196,188 ",," 5,885,640 "," 13,425,530 "," 1,476,808 "," 14,902,338 ",Barang Masuk,APJ,
04/07/2026,8190654810,PPG0019,PT. Parit Padang Global,PH000062,PH00006,,2,1,0,Polysilane Suspensi 100 ml,Botol,D6A395A / Jan-29,50," 22,279 ",," 1,113,950 ",, - , - ,Barang Masuk,APJ,
04/07/2026,8190654810,PPG0019,PT. Parit Padang Global,PH000051,PH00005,,1,1,0,Proris Forte Suspensi 50 ml ,Dus,D6B693A / Feb-28,60," 29,484 ",," 1,769,040 ",, - , - ,Barang Masuk,APJ,
04/07/2026,8190654810,PPG0019,PT. Parit Padang Global,PH000031,PH00003,,1,1,0,Proris Suspensi 60 ml ,Botol,D6C138B / Mar-28,60," 27,615 ",," 1,656,900 ",, - , - ,Barang Masuk,APJ,
04/07/2026,8190654810,PPG0019,PT. Parit Padang Global,PH000081,PH00008,,1,1,0,Microlax Gel 5 ml @3 Pcs,Dus,D6B647A / Feb-29,11," 60,000 ",," 660,000 ",, - , - ,Barang Masuk,APJ,
04/07/2026,8190654810,PPG0019,PT. Parit Padang Global,PH000082,PH00008,,2,1,0,Microlax Gel 5 ml @3 Pcs,Dus,D6B735A / Feb-29,39," 60,000 ",," 2,340,000 ",, - , - ,Barang Masuk,APJ,
04/07/2026,1610831012,APL0002,PT. Anugerah Pharmindo Lestari,GS000023,GS00002,,3,1,Mengandung Prekursor,Actifed Plus Cough Suppressant 60 ml,Dus,X47N / Jan-29,25," 56,330 ",," 1,408,250 "," 1,408,250 "," 154,908 "," 1,563,158 ",Barang Masuk,APJ,
04/07/2026,INV.KMS.2602251,DK00539,APOTEK BAROKAH SELALU,SL000161,SL00016,,1,2,0,Vitamin B6 10 mg (SLF) 100's,Dus,54186 / Nov-28,1," 14,720 ",," 14,720 "," 157,101 "," 17,281 "," 174,382 ",Penjualan,SYARIF,
04/07/2026,INV.KMS.2602251,DK00539,APOTEK BAROKAH SELALU,DV000251,DV00025,,1,2,0,New Diatabs Tab 100's ,Dus,25145102 / Sep-27,1," 64,479 ",," 64,479 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602251,DK00539,APOTEK BAROKAH SELALU,AF000121,AF00012,,1,2,0,Calcium Lactate 500 mg (AFI) 100's,Dus,A50615 / Feb-29,1," 21,708 ",," 21,708 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602251,DK00539,APOTEK BAROKAH SELALU,KF000861,KF00086,,1,2,Generik,Vitamin B Complex 150 mg (KF) 100's,Dus,B60230N / Feb-28,1," 20,930 ",," 20,930 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602251,DK00539,APOTEK BAROKAH SELALU,TM000271,TM00027,,1,2,0,Vitamin D3 1000 IU IPI 30's,Botol,040686 / Apr-28,4," 8,816 ",," 35,264 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602252,DK00024,APOTEK KHAL MEDIKA,SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,40," 8,602 ",," 344,080 "," 344,080 "," 37,849 "," 381,929 ",Penjualan,ANGGA,
04/07/2026,INV.KMS.2602253,DK00400,APOTEK RSU HIKMAH,BF000491,BF00049,,1,2,0,Cefixime Sirup (Berno) 30 ml,Botol,SKN48154 / Des-27,20," 12,000 ",10," 216,000 "," 216,000 "," 23,760 "," 239,760 ",Penjualan,SYARIF,
04/07/2026,INV.KMS.2602254,DK00553,APOTEK BUNGA FARMA,MC000041,MC00004,,1,2,0,Neurobion Forte Tab 50's,Dus,L0770787 / Feb-28,1," 206,605 ",," 206,605 "," 206,605 "," 22,727 "," 229,332 ",Penjualan,ANGGA,
04/07/2026,INV.KMS.2602255,DK00213,APOTEK RIVAI HUSA FARMA,MC000071,MC00007,,1,2,0,Neurobion 5000 Injeksi 20's,Dus,5349D14352 / Des-27,1," 360,238 ",," 360,238 "," 449,598 "," 49,456 "," 499,054 ",Penjualan,SYARIF,
04/07/2026,INV.KMS.2602255,DK00213,APOTEK RIVAI HUSA FARMA,SE000031,SE00003,,1,2,0,Plossa Red Hot 10 ml,Pcs,012C25 / Mar-27,2," 10,000 ",," 20,000 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602255,DK00213,APOTEK RIVAI HUSA FARMA,US000181,US00018,,1,2,0,Freshcare Smash Inhaler Roll On 8 ml,Pcs,26E04211 / Mei-29,6," 11,560 ",," 69,360 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602256,DK00213,APOTEK RIVAI HUSA FARMA,PG000071,PG00007,,1,2,OOT,Vicks Formula 44 Dewasa 54 ml,Botol,53286298A1 / Nov-27,3," 19,097 ",," 57,291 "," 57,291 "," 6,302 "," 63,593 ",Penjualan,SYARIF,
04/07/2026,INV.KMS.2602257,DK00379,APOTEK RADIANS FARMA,NC000031,NC00003,,1,2,0,Bedak Salicyl Menthol (Nellco) 60gr,Pot,8026003 / Jun-30,6," 7,150 ",," 42,900 "," 415,078 "," 45,659 "," 460,737 ",Penjualan,SYARIF,
04/07/2026,INV.KMS.2602257,DK00379,APOTEK RADIANS FARMA,KF000061,KF00006,,1,2,Generik,Antihemoroid Suppo (KF) 10's,Dus,J52025W / Okt-27,2," 47,300 ",," 94,600 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602257,DK00379,APOTEK RADIANS FARMA,KF000541,KF00054,,1,2,Generik,Acyclovir 400 mg (KF) 100's,Dus,B60176J / Feb-30,1," 102,952 ",," 102,952 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602257,DK00379,APOTEK RADIANS FARMA,US000091,US00009,,1,2,0,Hot in DCL 30 gr,Tube,25M08094 / Nov-27,3," 12,244 ",," 36,732 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602257,DK00379,APOTEK RADIANS FARMA,US000101,US00010,,1,2,0,Hot in DCL 60 gr,Tube,25N08251 / Nov-27,3," 18,458 ",," 55,374 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602257,DK00379,APOTEK RADIANS FARMA,TM000201,TM00020,,1,2,0,My Baby M. Telon Plus Lavender 60 ml,Botol,0552625 / Mei-27,3," 14,462 ",," 43,386 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602257,DK00379,APOTEK RADIANS FARMA,TM000211,TM00021,,1,2,0,My Baby M. Telon Plus Lavender 90 ml,Botol,0952725 / Sep-27,2," 19,567 ",," 39,134 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602258,DK00132,APOTEK PERRENIAL,BF000511,BF00051,,1,2,Generik,Aciclovir Krim 5% (Berno) 5g @25 Tube,Dus,LCK85454 / Sep-30,1," 75,000 ",," 75,000 "," 343,247 "," 37,757 "," 381,004 ",Penjualan,ANGGA,
04/07/2026,INV.KMS.2602258,DK00132,APOTEK PERRENIAL,KF001431,KF00143,,1,2,Generik,Ketoconazole 2% Krim (KF) 10g @25 Tube,Dus,B60247W / Feb-28,1," 127,500 ",," 127,500 ",, - , - ,Penjualan,ANGGA,
04/07/2026,INV.KMS.2602258,DK00132,APOTEK PERRENIAL,TR000091,TR00009,,1,2,0,Ibuprofen 400 mg (Triman) 100's,Dus,B26111 / Feb-28,2," 28,750 ",," 57,500 ",, - , - ,Penjualan,ANGGA,
04/07/2026,INV.KMS.2602258,DK00132,APOTEK PERRENIAL,SG000011,SG00001,,1,2,0,Cessa BABY Biru Happy Nose EO 8 ml,Pcs,T201AGDZ / Apr-29,3," 27,749 ",," 83,247 ",, - , - ,Penjualan,ANGGA,
04/07/2026,INV.KMS.2602259,DK00333,APOTEK ANUGERAH SEJATI ,NP000282,NP00028,,2,2,0,Ampicillin 500 mg (Nova) 100's,Dus,2506-21-116 / Jun-27,1," 51,000 ",," 51,000 "," 436,454 "," 48,010 "," 484,464 ",Penjualan,SYARIF,
04/07/2026,INV.KMS.2602259,DK00333,APOTEK ANUGERAH SEJATI ,TR000091,TR00009,,1,2,0,Ibuprofen 400 mg (Triman) 100's,Dus,B26111 / Feb-28,3," 28,750 ",," 86,250 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602259,DK00333,APOTEK ANUGERAH SEJATI ,MP000011,MP00001,,1,2,0,Cefadroxil Monohydrate 500 mg (Mepro) 100's,Dus,B5A092 / Jan-28,1," 100,000 ",," 100,000 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602259,DK00333,APOTEK ANUGERAH SEJATI ,TM000251,TM00025,,1,2,0,Vitamin D3 + K2 IPI 25's,Botol,051066 / Mei-28,12," 9,517 ",," 114,204 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602259,DK00333,APOTEK ANUGERAH SEJATI ,HJ000101,HJ00010,,1,2,0,Ranitidine HCl 150 mg (HJ) NEW 200's,Dus,HTRNTC55639 / Sep-27,2," 42,500 ",," 85,000 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602260,DK00239,APOTEK ALFIAH,SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,20," 8,602 ",," 172,040 "," 172,040 "," 18,924 "," 190,964 ",Penjualan,ANGGA,
04/07/2026,INV.KMS.2602261,DK00216,APOTEK AL KAUTSAR,TM000121,TM00012,,1,2,0,Vitamin B Complex IPI 45's,Botol,050416 / Mei-28,12," 5,785 ",," 69,420 "," 307,494 "," 33,824 "," 341,318 ",Penjualan,SYARIF,
04/07/2026,INV.KMS.2602261,DK00216,APOTEK AL KAUTSAR,TM000261,TM00026,,1,2,0,Zinc IPI 45's,Botol,051026 / Mei-28,12," 9,517 ",," 114,204 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602261,DK00216,APOTEK AL KAUTSAR,SM000011,SM00001,,1,2,0,Tolak Angin Cair 12's,Dus,TACD12 / Aug-27,1," 41,500 ",," 41,500 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602261,DK00216,APOTEK AL KAUTSAR,PG000022,PG00002,,2,2,0,Vicks Vaporub 25gr,Pcs,52536298X1 / Sep-27,2," 18,976 ",," 37,952 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602261,DK00216,APOTEK AL KAUTSAR,EP000421,EP00042,,1,2,0,Kool Fever Dewasa 6's,Dus ,XXXXX / Jan-29,1," 44,418 ",," 44,418 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602262,DK00216,APOTEK AL KAUTSAR,GS000101,GS00010,,1,2,Mengandung Prekursor,Panadol Cold Flu 100's,Dus,NM6U / Okt-28,1," 146,000 ",," 146,000 "," 275,860 "," 30,345 "," 306,205 ",Penjualan,SYARIF,
04/07/2026,INV.KMS.2602262,DK00216,APOTEK AL KAUTSAR,DV000261,DV00026,,1,2,Mengandung Prekursor,Neozep Forte Tab 100's,Dus,25084901 / Mei-27,1," 63,860 ",," 63,860 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602262,DK00216,APOTEK AL KAUTSAR,DV000481,DV00048,,1,2,Mengandung Prekursor,Paratusin DMP Sirup 60 ml,Botol,6FC0514 / Mar-28,2," 33,000 ",," 66,000 ",, - , - ,Penjualan,SYARIF,
04/07/2026,INV.KMS.2602263,DK00532,APOTEK CITRA SUDIANG,KF001441,KF00144,,1,2,Generik,"Gentamicin Sulfate 0,1% Krim (KF) 5g @10 Tube",Dus,C60526W / Mar-28,1," 33,190 ",," 33,190 "," 599,066 "," 65,897 "," 664,963 ",Penjualan,ANGGA,
04/07/2026,INV.KMS.2602263,DK00532,APOTEK CITRA SUDIANG,KF001401,KF00140,,1,2,Generik,Miconazole 2% Krim (KF) 10g @24 Tube,Dus,L52663W / Des-28,1," 103,512 ",," 103,512 ",, - , - ,Penjualan,ANGGA,
04/07/2026,INV.KMS.2602263,DK00532,APOTEK CITRA SUDIANG,DV000091,DV00009,,1,2,0,Enervon-C Tab 100's,Dus,25191601 / Okt-27,1," 112,382 ",," 112,382 ",, - , - ,Penjualan,ANGGA,
04/07/2026,INV.KMS.2602263,DK00532,APOTEK CITRA SUDIANG,NU000021,NU00002,,1,2,0,Acetylcysteine 200 mg (Nulab) 50's,Dus,N2512060 / Jan-28,1," 100,000 ",," 100,000 ",, - , - ,Penjualan,ANGGA,
04/07/2026,INV.KMS.2602263,DK00532,APOTEK CITRA SUDIANG,KF001071,KF00107,,1,2,Generik,Glimepiride 2 mg (KF) 50's,Dus,I32267J / Sep-27,2," 35,000 ",," 70,000 ",, - , - ,Penjualan,ANGGA,
04/07/2026,INV.KMS.2602263,DK00532,APOTEK CITRA SUDIANG,US000031,US00003,,1,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,26E03634 / Mei-29,12," 11,560 ",," 138,720 ",, - , - ,Penjualan,ANGGA,
04/07/2026,INV.KMS.2602263,DK00532,APOTEK CITRA SUDIANG,SL000021,SL00002,,1,2,0,Ambroxol 30 mg (SLF) 100's,Dus,52867 / Mei-28,2," 20,631 ",," 41,262 ",, - , - ,Penjualan,ANGGA,
06/07/2026,INV.KMS.2602264,DK00266,APOTEK KARTINI,SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,100," 8,602 ",," 860,200 "," 1,082,062 "," 119,027 "," 1,201,089 ",Penjualan,ANGGA,
06/07/2026,INV.KMS.2602264,DK00266,APOTEK KARTINI,GS000041,GS00004,,1,2,0,Panadol Extra 100's,Dus,JE4W / Aug-28,2," 110,931 ",," 221,862 ",, - , - ,Penjualan,ANGGA,
06/07/2026,INV.KMS.2602265,DK00407,APOTEK MENTARI FARMA,SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,60," 8,602 ",," 516,120 "," 516,120 "," 56,773 "," 572,893 ",Penjualan,SYARIF,
06/07/2026,INV.KMS.2602266,DK00333,APOTEK ANUGERAH SEJATI ,US000031,US00003,,1,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,26E03634 / Mei-29,12," 11,560 ",," 138,720 "," 138,720 "," 15,259 "," 153,979 ",Penjualan,SYARIF,
06/07/2026,INV.KMS.2602267,DK00535,APOTEK NUR AULIA,KF000861,KF00086,,1,2,Generik,Vitamin B Complex 150 mg (KF) 100's,Dus,B60230N / Feb-28,1," 20,930 ",," 20,930 "," 339,372 "," 37,331 "," 376,703 ",Penjualan,SYARIF,
06/07/2026,INV.KMS.2602267,DK00535,APOTEK NUR AULIA,KF001421,KF00142,,1,2,Generik,"Betametason 0,1% Krim (KF) 5g @25 Tube",Dus,K52217W / Nov-27,1," 63,750 ",," 63,750 ",, - , - ,Penjualan,SYARIF,
06/07/2026,INV.KMS.2602267,DK00535,APOTEK NUR AULIA,KF001411,KF00141,,1,2,Generik,"Hidrokortison 2,5% Krim (KF) 5g @24 Tube",Dus,C60542W / Mar-28,1," 95,448 ",," 95,448 ",, - , - ,Penjualan,SYARIF,
06/07/2026,INV.KMS.2602267,DK00535,APOTEK NUR AULIA,US000031,US00003,,1,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,26E03634 / Mei-29,2," 11,560 ",," 23,120 ",, - , - ,Penjualan,SYARIF,
06/07/2026,INV.KMS.2602267,DK00535,APOTEK NUR AULIA,US000181,US00018,,1,2,0,Freshcare Smash Inhaler Roll On 8 ml,Pcs,26E04211 / Mei-29,2," 11,560 ",," 23,120 ",, - , - ,Penjualan,SYARIF,
06/07/2026,INV.KMS.2602267,DK00535,APOTEK NUR AULIA,BM000011,BM00001,,1,2,0,MBK Silver 12's,Dus,Q127BPSS / Feb-33,2," 34,200 ",," 68,400 ",, - , - ,Penjualan,SYARIF,
06/07/2026,INV.KMS.2602267,DK00535,APOTEK NUR AULIA,GL000031,GL00003,,1,2,0,Caladine Lotion 95 ml,Botol,I25009 / Sep-27,2," 22,302 ",," 44,604 ",, - , - ,Penjualan,SYARIF,
06/07/2026,INV.KMS.2602268,DK00557,APOTEK K-24 BULU BULU,GS000011,GS00001,,1,2,Mengandung Prekursor,Actifed Plus Expectorant 60 ml,Dus,N46C / Okt-28,3," 56,330 ",," 168,990 "," 594,347 "," 65,378 "," 659,725 ",Penjualan,ANGGA,
06/07/2026,INV.KMS.2602268,DK00557,APOTEK K-24 BULU BULU,HF000011,HF00001,,1,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900616 / Mar-29,10," 21,620 ",," 216,200 ",, - , - ,Penjualan,ANGGA,
06/07/2026,INV.KMS.2602268,DK00557,APOTEK K-24 BULU BULU,CM000051,CM00005,,1,2,Mengandung Prekursor,OBHC Batuk Flu Jahe 60 ml,Botol,6OA042 / Jan-28,3," 15,540 ",," 46,620 ",, - , - ,Penjualan,ANGGA,
06/07/2026,INV.KMS.2602268,DK00557,APOTEK K-24 BULU BULU,CM000061,CM00006,,1,2,Mengandung Prekursor,OBHC Batuk Flu Menthol 100 ml,Botol,6OB149 / Feb-28,3," 21,179 ",," 63,537 ",, - , - ,Penjualan,ANGGA,
06/07/2026,INV.KMS.2602268,DK00557,APOTEK K-24 BULU BULU,DV000481,DV00048,,1,2,Mengandung Prekursor,Paratusin DMP Sirup 60 ml,Botol,6FC0514 / Mar-28,3," 33,000 ",," 99,000 ",, - , - ,Penjualan,ANGGA,
06/07/2026,INV.KMS.2602269,DK00557,APOTEK K-24 BULU BULU,PS000201,PS00020,,1,2,0,Diclofenac Sodium 25 mg (Phapros) 50's,Dus,86364007 / Okt-27,5," 16,500 ",," 82,500 "," 500,689 "," 55,076 "," 555,765 ",Penjualan,ANGGA,
06/07/2026,INV.KMS.2602269,DK00557,APOTEK K-24 BULU BULU,FM000071,FM00007,,1,2,0,Piroxicam 20 mg (FM) 100's,Dus,086855 / Des-27,3," 24,703 ",," 74,109 ",, - , - ,Penjualan,ANGGA,
06/07/2026,INV.KMS.2602269,DK00557,APOTEK K-24 BULU BULU,SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,40," 8,602 ",," 344,080 ",, - , - ,Penjualan,ANGGA,
06/07/2026,INV.KMS.2602270,DK00281,"RUMAH SAKIT IBU DAN ANAK ""AMANAT""",SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,100," 8,602 ",," 860,200 "," 894,008 "," 98,341 "," 992,349 ",Penjualan,SYARIF,
